mode,size_mb,run,rank,time_sa_local_s,time_comm_s,time_io_s,time_alloc_s
mpi,100,3,1,0.178334,0.000771,0.007254,0.000001
mpi,100,3,2,0.176579,0.001154,0.007254,0.000001
mpi,100,3,3,0.176724,0.001537,0.007254,0.000001
mpi,100,3,4,0.175551,0.001914,0.006788,0.000001
mpi,100,3,5,0.178492,0.002269,0.006792,0.000001
mpi,100,3,6,0.168784,0.002673,0.006792,0.000001
mpi,100,3,7,0.178854,0.003076,0.006786,0.000001
mpi,100,4,0,0.169697,0.003314,0.007744,0.000001
mpi,100,4,1,0.165671,0.000822,0.007746,0.000001
mpi,100,4,2,0.174089,0.001264,0.007746,0.000001
mpi,100,4,3,0.174881,0.001630,0.007746,0.000001
mpi,100,4,4,0.171730,0.002024,0.007746,0.000001
mpi,100,4,5,0.175243,0.002423,0.007746,0.000001
mpi,100,4,6,0.176623,0.002886,0.007744,0.000001
mpi,100,4,7,0.166106,0.003313,0.007741,0.000001
mpi,100,5,0,0.154160,0.003048,0.007229,0.000001
mpi,100,5,1,0.169084,0.000749,0.007231,0.000001
mpi,100,5,2,0.160435,0.001155,0.007229,0.000001
mpi,100,5,3,0.166028,0.001512,0.007231,0.000001
mpi,100,5,4,0.162957,0.001975,0.006743,0.000001
mpi,100,5,5,0.170524,0.002334,0.006743,0.000001
mpi,100,5,6,0.170534,0.002699,0.006743,0.000001
mpi,100,5,7,0.171960,0.003048,0.006740,0.000001
mpi,100,6,0,0.163138,0.003262,0.007673,0.000001
mpi,100,6,1,0.178301,0.000808,0.007673,0.000001
mpi,100,6,2,0.176404,0.001274,0.007673,0.000001
mpi,100,6,3,0.176997,0.001703,0.007673,0.000001
mpi,100,6,4,0.172548,0.002091,0.007138,0.000001
mpi,100,6,5,0.179347,0.002476,0.007138,0.000001
mpi,100,6,6,0.176044,0.002866,0.007138,0.000001
mpi,100,6,7,0.179105,0.003263,0.007137,0.000001
mpi,100,7,0,0.166377,0.003329,0.007253,0.000001
mpi,100,7,1,0.178282,0.000859,0.007253,0.000001
mpi,100,7,2,0.175046,0.001288,0.007253,0.000001
mpi,100,7,3,0.179770,0.001706,0.007253,0.000001
mpi,100,7,4,0.173378,0.002099,0.007253,0.000001
mpi,100,7,5,0.179695,0.002541,0.007253,0.000001
mpi,100,7,6,0.171628,0.002949,0.007253,0.000001
mpi,100,7,7,0.179392,0.003329,0.007253,0.000001
mpi,100,8,0,0.178995,0.003299,0.007113,0.000001
mpi,100,8,1,0.178142,0.000837,0.007113,0.000001
mpi,100,8,2,0.159293,0.001293,0.007113,0.000001
mpi,100,8,3,0.177044,0.001732,0.007113,0.000001
mpi,100,8,4,0.169187,0.002119,0.006628,0.000001
mpi,100,8,5,0.177921,0.002513,0.006628,0.000001
mpi,100,8,6,0.171832,0.002911,0.006628,0.000001
mpi,100,8,7,0.179211,0.003294,0.006627,0.000001
mpi,100,9,0,0.185542,0.002755,0.006962,0.000002
mpi,100,9,1,0.184837,0.000720,0.006963,0.000002
mpi,100,9,2,0.182419,0.001063,0.006960,0.000002
mpi,100,9,3,0.166518,0.001354,0.006960,0.000002
mpi,100,9,4,0.183695,0.001690,0.006965,0.000002
mpi,100,9,5,0.184421,0.002008,0.006965,0.000002
mpi,100,9,6,0.185458,0.002375,0.006965,0.000002
mpi,100,9,7,0.185405,0.002755,0.006965,0.000002
mpi,100,10,0,0.177447,0.002960,0.006568,0.000001
mpi,100,10,1,0.176363,0.000766,0.006568,0.000001
mpi,100,10,2,0.170655,0.001155,0.006568,0.000001
mpi,100,10,3,0.176099,0.001501,0.006568,0.000001
mpi,100,10,4,0.168781,0.001841,0.006568,0.000001
mpi,100,10,5,0.175924,0.002208,0.006568,0.000001
mpi,100,10,6,0.162662,0.002600,0.006568,0.000001
mpi,100,10,7,0.172729,0.002961,0.006568,0.000001
mpi,200,1,0,0.411167,0.006634,0.012626,0.000001
mpi,200,1,1,0.411169,0.001647,0.012626,0.000001
mpi,200,1,2,0.405519,0.002498,0.012626,0.000001
mpi,200,1,3,0.374670,0.003323,0.012626,0.000001
mpi,200,1,4,0.364197,0.004120,0.012619,0.000001
mpi,200,1,5,0.398873,0.004909,0.012626,0.000001
mpi,200,1,6,0.409825,0.005797,0.012624,0.000001
mpi,200,1,7,0.407283,0.006634,0.012619,0.000001
mpi,200,2,0,0.412926,0.006126,0.012154,0.000001
mpi,200,2,1,0.412786,0.001391,0.012154,0.000001
mpi,200,2,2,0.411667,0.002161,0.012154,0.000001
mpi,200,2,3,0.411234,0.002917,0.012154,0.000001
mpi,200,2,4,0.398854,0.003795,0.011438,0.000001
mpi,200,2,5,0.409476,0.004569,0.011438,0.000001
mpi,200,2,6,0.373257,0.005366,0.011438,0.000001
mpi,200,2,7,0.368011,0.006126,0.011436,0.000001
mpi,200,3,0,0.411805,0.005766,0.012092,0.000001
mpi,200,3,1,0.383547,0.001295,0.012092,0.000001
mpi,200,3,2,0.409636,0.002000,0.012092,0.000001
mpi,200,3,3,0.398309,0.002728,0.012092,0.000001
mpi,200,3,4,0.408734,0.003476,0.011371,0.000001
mpi,200,3,5,0.411142,0.004233,0.011376,0.000001
mpi,200,3,6,0.369024,0.005004,0.011373,0.000001
mpi,200,3,7,0.407253,0.005761,0.011365,0.000001
mpi,200,4,0,0.423560,0.006323,0.011679,0.000001
mpi,200,4,1,0.420364,0.001544,0.011679,0.000001
mpi,200,4,2,0.409962,0.002310,0.011679,0.000001
mpi,200,4,3,0.423934,0.003117,0.011679,0.000001
mpi,200,4,4,0.413423,0.004009,0.011679,0.000001
mpi,200,4,5,0.420938,0.004791,0.011679,0.000001
mpi,200,4,6,0.378401,0.005588,0.011679,0.000001
mpi,200,4,7,0.420258,0.006323,0.011679,0.000001
mpi,200,5,0,0.423531,0.006182,0.011739,0.000001
mpi,200,5,1,0.422729,0.001550,0.011739,0.000001
mpi,200,5,2,0.422530,0.002290,0.011739,0.000001
mpi,200,5,3,0.419885,0.003042,0.011739,0.000001
mpi,200,5,4,0.417661,0.003787,0.011739,0.000001
mpi,200,5,5,0.384002,0.004540,0.011739,0.000001
mpi,200,5,6,0.408974,0.005438,0.011739,0.000001
mpi,200,5,7,0.422087,0.006182,0.011739,0.000001
mpi,200,6,0,0.419689,0.006254,0.011726,0.000001
mpi,200,6,1,0.416613,0.001532,0.011726,0.000001
mpi,200,6,2,0.417983,0.002291,0.011726,0.000001
mpi,200,6,3,0.414164,0.003058,0.011726,0.000001
mpi,200,6,4,0.399030,0.003819,0.011726,0.000001
mpi,200,6,5,0.418916,0.004618,0.011726,0.000001
mpi,200,6,6,0.367865,0.005363,0.011726,0.000001
mpi,200,6,7,0.418552,0.006254,0.011726,0.000001
mpi,200,7,0,0.421874,0.005756,0.011729,0.000001
mpi,200,7,1,0.417951,0.001355,0.011729,0.000001
mpi,200,7,2,0.421633,0.002056,0.011729,0.000001
mpi,200,7,3,0.399449,0.002788,0.011729,0.000001
mpi,200,7,4,0.417750,0.003523,0.011729,0.000001
mpi,200,7,5,0.420380,0.004259,0.011729,0.000001
mpi,200,7,6,0.399178,0.004987,0.011729,0.000001
mpi,200,7,7,0.416297,0.005756,0.011729,0.000001
mpi,200,8,0,0.425601,0.005923,0.011500,0.000001
mpi,200,8,1,0.423819,0.001503,0.011500,0.000001
mpi,200,8,2,0.424435,0.002218,0.011500,0.000001
mpi,200,8,3,0.397358,0.002942,0.011500,0.000001
mpi,200,8,4,0.423545,0.003681,0.011500,0.000001
mpi,200,8,5,0.422013,0.004393,0.011500,0.000001
mpi,200,8,6,0.410740,0.005193,0.011500,0.000001
mpi,200,8,7,0.424729,0.005924,0.011500,0.000001
mpi,200,9,0,0.421563,0.006461,0.011591,0.000001
mpi,200,9,1,0.421730,0.001497,0.011591,0.000001
mpi,200,9,2,0.418032,0.002273,0.011591,0.000001
mpi,200,9,3,0.410011,0.003078,0.011591,0.000001
mpi,200,9,4,0.412714,0.003908,0.011591,0.000001
mpi,200,9,5,0.420790,0.004801,0.011591,0.000001
mpi,200,9,6,0.378636,0.005651,0.011591,0.000001
mpi,200,9,7,0.419634,0.006443,0.011591,0.000001
mpi,200,10,0,0.406143,0.005633,0.011711,0.000001
mpi,200,10,1,0.390026,0.001282,0.011711,0.000001
mpi,200,10,2,0.403480,0.002062,0.011711,0.000001
mpi,200,10,3,0.394361,0.002778,0.011711,0.000001
mpi,200,10,4,0.402784,0.003493,0.011711,0.000001
mpi,200,10,5,0.360311,0.004287,0.011711,0.000001
mpi,200,10,6,0.385707,0.004961,0.011711,0.000001
mpi,200,10,7,0.402847,0.005633,0.011711,0.000001
mpi,500,1,0,1.167870,0.014189,0.026814,0.000001
mpi,500,1,1,1.178871,0.003126,0.026814,0.000001
mpi,500,1,2,1.177977,0.004975,0.026814,0.000001
mpi,500,1,3,1.093779,0.006956,0.026814,0.000001
mpi,500,1,4,1.131832,0.008859,0.026814,0.000001
mpi,500,1,5,1.009593,0.010673,0.026814,0.000001
mpi,500,1,6,1.156550,0.012362,0.026814,0.000001
mpi,500,1,7,1.177739,0.014189,0.026814,0.000001
mpi,500,2,0,0.999115,0.014514,0.026430,0.000001
mpi,500,2,1,1.143976,0.003563,0.026429,0.000001
mpi,500,2,2,1.142702,0.005469,0.026430,0.000001
mpi,500,2,3,1.092634,0.007225,0.026429,0.000001
mpi,500,2,4,1.030994,0.008967,0.026426,0.000001
mpi,500,2,5,1.135218,0.010842,0.026429,0.000001
mpi,500,2,6,1.028810,0.012582,0.026429,0.000001
mpi,500,2,7,1.138967,0.014506,0.026426,0.000001
mpi,500,3,0,1.034428,0.013915,0.026017,0.000001
mpi,500,3,1,1.070018,0.003087,0.026017,0.000001
mpi,500,3,2,1.147545,0.004919,0.026017,0.000001
mpi,500,3,3,1.058211,0.006725,0.026017,0.000001
mpi,500,3,4,1.145078,0.008458,0.026017,0.000001
mpi,500,3,5,1.057541,0.010293,0.026017,0.000001
mpi,500,3,6,1.132253,0.012055,0.026017,0.000001
mpi,500,3,7,1.141453,0.013915,0.026017,0.000001
mpi,500,4,0,1.135760,0.014660,0.027627,0.000001
mpi,500,4,1,1.122723,0.003347,0.027627,0.000001
mpi,500,4,2,1.098327,0.005213,0.027627,0.000001
mpi,500,4,3,1.154748,0.007114,0.027627,0.000001
mpi,500,4,4,1.098757,0.009040,0.026098,0.000001
mpi,500,4,5,1.143274,0.011022,0.026099,0.000001
mpi,500,4,6,1.058706,0.012776,0.026099,0.000001
mpi,500,4,7,1.154348,0.014653,0.026098,0.000001
mpi,500,5,0,1.081394,0.014529,0.026019,0.000001
mpi,500,5,1,1.148176,0.003313,0.026019,0.000001
mpi,500,5,2,1.090721,0.005222,0.026019,0.000001
mpi,500,5,3,0.988666,0.007028,0.026019,0.000001
mpi,500,5,4,1.155130,0.008834,0.026019,0.000001
mpi,500,5,5,1.155954,0.010802,0.026019,0.000001
mpi,500,5,6,1.138394,0.012587,0.026019,0.000001
mpi,500,5,7,1.031652,0.014515,0.026019,0.000001
mpi,500,6,0,1.061504,0.014056,0.027178,0.000001
mpi,500,6,1,1.150262,0.003128,0.027177,0.000001
mpi,500,6,2,1.128317,0.005001,0.027177,0.000001
mpi,500,6,3,1.078462,0.006759,0.027177,0.000001
mpi,500,6,4,1.143692,0.008531,0.027177,0.000001
mpi,500,6,5,0.995285,0.010424,0.027180,0.000002
mpi,500,6,6,1.098224,0.012148,0.027177,0.000001
mpi,500,6,7,1.152906,0.014052,0.027181,0.000001
mpi,500,7,0,1.048491,0.014860,0.027600,0.000001
mpi,500,7,1,1.122846,0.003549,0.027604,0.000001
mpi,500,7,2,1.081775,0.005428,0.027603,0.000001
mpi,500,7,3,1.018144,0.007259,0.027604,0.000001
mpi,500,7,4,1.115302,0.009083,0.027606,0.000002
mpi,500,7,5,1.065086,0.011007,0.027603,0.000001
mpi,500,7,6,1.052597,0.012892,0.027603,0.000001
mpi,500,7,7,1.124094,0.014857,0.027597,0.000001
mpi,500,8,0,1.151300,0.014094,0.026027,0.000001
mpi,500,8,1,1.181060,0.003102,0.026027,0.000001
mpi,500,8,2,1.178187,0.004954,0.026027,0.000001
mpi,500,8,3,1.016828,0.006724,0.026027,0.000001
mpi,500,8,4,1.164748,0.008487,0.026027,0.000001
mpi,500,8,5,0.994998,0.010352,0.026027,0.000001
mpi,500,8,6,1.168818,0.012113,0.026027,0.000001
mpi,500,8,7,1.176622,0.014081,0.026027,0.000001
mpi,500,9,0,1.026897,0.014121,0.026159,0.000001
mpi,500,9,1,1.146742,0.003251,0.026159,0.000001
mpi,500,9,2,0.999999,0.005091,0.026159,0.000001
mpi,500,9,3,1.054570,0.006854,0.026159,0.000001
mpi,500,9,4,1.097190,0.008615,0.026159,0.000001
mpi,500,9,5,1.144706,0.010431,0.026159,0.000001
mpi,500,9,6,1.142892,0.012293,0.026159,0.000001
mpi,500,9,7,1.139566,0.014119,0.026159,0.000001
mpi,500,10,0,0.995220,0.014063,0.026124,0.000001
mpi,500,10,1,1.148018,0.003172,0.026125,0.000001
mpi,500,10,2,1.038661,0.005081,0.026118,0.000001
mpi,500,10,3,1.093123,0.006953,0.026125,0.000001
mpi,500,10,4,1.081295,0.008634,0.026122,0.000001
mpi,500,10,5,1.132588,0.010486,0.026124,0.000001
mpi,500,10,6,1.135669,0.012240,0.026124,0.000001
mpi,500,10,7,1.146697,0.014062,0.026124,0.000001
