mode,size_mb,run,ranks,threads_per_rank,time_io_max_s,time_alloc_max_s,time_sa_max_s,time_merge_s,time_lcp_s,time_lrs_scan_s,time_compute_pure_s,time_total_compute_s,time_transfers_comm_s,throughput_MBps,speedup,efficiency_pct,memory_overhead_ratio_pct
mpi+omp,50,6,2,4,0.002205,0.000001,0.300644,0.086742,0.053360,0.001254,0.440745,0.442001,0.001207,5.402104,0.885366,44.268314,0.000333
mpi+omp,50,7,2,4,0.002412,0.000001,0.310993,0.086361,0.052039,0.001191,0.449393,0.450586,0.001427,5.298150,0.868329,43.416445,0.000326
mpi+omp,50,8,2,4,0.001548,0.000001,0.304268,0.085131,0.052764,0.001275,0.442162,0.443438,0.001116,5.384794,0.882529,44.126460,0.000316
mpi+omp,50,9,2,4,0.002230,0.000001,0.301664,0.083416,0.052784,0.001239,0.437864,0.439104,0.001195,5.437656,0.891193,44.559650,0.000335
mpi+omp,50,10,2,4,0.001543,0.000001,0.306433,0.084539,0.054208,0.001287,0.445180,0.446468,0.001284,5.348293,0.876547,43.827351,0.000314
mpi+omp,100,1,2,4,0.002524,0.000001,0.626939,0.170852,0.146508,0.002471,0.944299,0.946771,0.002596,5.042794,1.066898,53.344921,0.000155
mpi+omp,100,2,2,4,0.002558,0.000001,0.621468,0.173345,0.145139,0.002434,0.939952,0.942387,0.002721,5.066114,1.071832,53.591613,0.000156
mpi+omp,100,3,2,4,0.003707,0.000002,0.651805,0.214192,0.152494,0.002581,1.018491,1.021074,0.002977,4.675451,0.989180,49.459002,0.000178
mpi+omp,100,4,2,4,0.002502,0.000001,0.622144,0.169559,0.145241,0.002345,0.936944,0.939291,0.002590,5.082379,1.075273,53.763669,0.000149
mpi+omp,100,5,2,4,0.002522,0.000001,0.624404,0.170591,0.147234,0.002438,0.942230,0.944669,0.002618,5.053866,1.069241,53.462049,0.000156
mpi+omp,100,6,2,4,0.003614,0.000001,0.623559,0.171759,0.145906,0.002519,0.941224,0.943744,0.002436,5.059268,1.070384,53.519186,0.000156
mpi+omp,100,7,2,4,0.002580,0.000001,0.622585,0.173237,0.146088,0.002511,0.941909,0.944421,0.002489,5.055590,1.069606,53.480280,0.000148
mpi+omp,100,8,2,4,0.002597,0.000001,0.628424,0.220873,0.146114,0.002492,0.995411,0.997904,0.002565,4.783860,1.012116,50.605804,0.000147
mpi+omp,100,9,2,4,0.002512,0.000001,0.624265,0.173128,0.143923,0.002353,0.941317,0.943671,0.002492,5.058771,1.070279,53.513929,0.000156
mpi+omp,100,10,2,4,0.002587,0.000001,0.629319,0.173889,0.145598,0.002544,0.948806,0.951351,0.002495,5.018838,1.061830,53.091504,0.000155
mpi+omp,200,1,2,4,0.006701,0.000001,1.361236,0.421659,0.385185,0.004909,2.168080,2.172990,0.004171,4.392740,1.068939,53.446930,0.000064
mpi+omp,200,2,2,4,0.004644,0.000001,1.395743,0.423478,0.434288,0.008544,2.253509,2.262055,0.004052,4.226213,1.028416,51.420781,0.000062
mpi+omp,200,3,2,4,0.004726,0.000001,1.365520,0.485238,0.373513,0.004782,2.224271,2.229055,0.004389,4.281766,1.041934,52.096698,0.000066
mpi+omp,200,4,2,4,0.004707,0.000001,1.385526,0.450021,0.378630,0.004871,2.214177,2.219049,0.004212,4.301287,1.046684,52.334217,0.000063
mpi+omp,200,5,2,4,0.006737,0.000001,1.352616,0.422729,0.368491,0.004753,2.143837,2.148591,0.004172,4.442414,1.081026,54.051322,0.000068
mpi+omp,200,6,2,4,0.004692,0.000001,1.346660,0.386682,0.368891,0.005052,2.102233,2.107287,0.004105,4.530329,1.102420,55.120995,0.000070
mpi+omp,200,7,2,4,0.004697,0.000001,1.351308,0.448998,0.386085,0.004810,2.186391,2.191202,0.004124,4.355950,1.059986,52.999307,0.000045
mpi+omp,200,8,2,4,0.004830,0.000001,1.389280,0.438762,0.396865,0.005069,2.224907,2.229978,0.004313,4.280542,1.041636,52.081813,0.000063
mpi+omp,200,9,2,4,0.004829,0.000001,1.377052,0.500828,0.383230,0.005005,2.261110,2.266116,0.004231,4.212007,1.024959,51.247935,0.000065
mpi+omp,200,10,2,4,0.004709,0.000001,1.385087,0.521587,0.393844,0.005091,2.300518,2.305610,0.003750,4.139854,1.007401,50.370047,0.000061
mpi+omp,500,1,2,4,0.011149,0.000001,3.748887,2.376690,1.168023,0.013407,7.293601,7.307009,0.010075,3.264440,0.960714,48.035685,0.000019
mpi+omp,500,2,2,4,0.011023,0.000002,3.716770,2.204980,1.214810,0.013108,7.136560,7.149670,0.010129,3.336274,0.981854,49.092711,0.000026
mpi+omp,500,3,2,4,0.010949,0.000001,3.676613,2.336351,1.161725,0.012738,7.174689,7.187428,0.010182,3.318544,0.976636,48.831817,0.000014
mpi+omp,500,4,2,4,0.010913,0.000001,3.788277,2.388170,1.168280,0.017706,7.344727,7.362434,0.010560,3.241716,0.954026,47.701308,0.000019
mpi+omp,500,5,2,4,0.010931,0.000001,3.692368,2.302088,1.133109,0.012498,7.127565,7.140065,0.009811,3.340485,0.983093,49.154667,0.000021
mpi+omp,500,6,2,4,0.010690,0.000001,3.903530,2.155459,1.159224,0.013526,7.218213,7.231740,0.010195,3.298534,0.970747,48.537373,0.000019
mpi+omp,500,7,2,4,0.010818,0.000001,3.683134,2.004296,1.114314,0.013185,6.801744,6.814931,0.010397,3.500503,1.030186,51.509304,0.000022
mpi+omp,500,8,2,4,0.011281,0.000001,3.718925,2.263042,1.162585,0.012660,7.144553,7.157214,0.009742,3.332542,0.980756,49.037795,0.000021
mpi+omp,500,9,2,4,0.010671,0.000001,3.659854,2.163529,1.122789,0.012860,6.946173,6.959034,0.009692,3.427718,1.008766,50.438293,0.000014
mpi+omp,500,10,2,4,0.011165,0.000001,3.716622,2.206941,1.124857,0.013329,7.048421,7.061751,0.010098,3.377994,0.994132,49.706610,0.000020
